,Russian,English
261,"Чёрный оливье с камчатским крабом, малосольным лососем и икрой кижуча","Black Russian salad with red king crab, lightly salted salmon and silver salmon caviar"
262,"Салат с малосольной неркой, угольным картофелем, томатами черри с хреном в горчичном дрессинге ","Salad with salted sockeye salmon, charcoal potatoes, cherry tomatoes and horseradish in mustard dressing"
263,Цыплёнок гриль с хрустящими баклажанами и киноа с маринованными томатами и кинзой в соусе чили терияки,Grilled chicken with crispy eggplant and quinoa with marinated tomatoes and cilantro in teriyaki chili sauce
264,"Крем из запечённых в печи тыквы и моркови с имбирём, тигровыми креветками гриль
и попкорном из гречки","Oven baked pumpkin and carrot cream with ginger, grilled tiger prawns and buckwheat popcorn"
265,Уха из северных рыб с молоками лосося и томатом,Traditional russian fish soup uha with salmon milt and tomato
266,"Борщ с копчёным гусем, фермерским копчёным салом и сметаной","Borscht with smoked goose traditionally smoked lard, served with sour cream"
267,Чёрные буузы лотос с острой хакасской бараниной в пряном соус из трав и ткемали,"Black lotus-shaped buuz with spicy Khakass lamb, spicy herb-tkemali sauce and cold kuksu broth"
268,Пельмени с дичью в крепком бульоне из белых грибов,Wild meat dumplings in strong porcini mushrooms broth
269,Пельмени из северных рыб в копчёном рыбном бульоне с икрой лосося,Northern fish dumplings in smoked fish broth with salmon caviar
270,Тувинские чебуреки хуужуры с оленем и бараньим салом с соусом на курут,Tuvan venison and mutton fat khuushuur with kashk dipping sauce
271,"Пельмени с камчатским крабом
и тигровыми креветками в трюфельном голландезе на апельсине",Dumplings with king crab and tiger prawns in truffle orange hollandaise
272,"Камчатская нерка в хрустящем кляре с вуалью из креветок и острым соусом из шампанского, водорослями и цветной капустой","Kamchatka sockeye salmon in crispy batter with a veil of shrimp and spicy champagne sauce, seaweed and cauliflower"
273,"Домашняя лапша с магаданскими креветками и белыми грибами в креветочном биске
с вяленым желтком","Homemade noodles, Magadan shrimps and porcini mushrooms in shrimp bisque with dried yolk"
274,Котлета из дикого кабана со сморчками и белыми грибами с чесночным пюре и бараньим жу,Wild boar cutlet with morels and porcini mushrooms served with garlic purée and lamb jus
275,Енисейский сиг в релише из белых грибов и мидий с трюфельной перловкой,Yenisei whitefish served with mushroom relish and mussels with truffle pearl barley
276,"Таймырский палтус в сырном биске из раков
с картофельным кремом и молодыми листьями","Taimyr halibut garnished with crayfish cheese bisque, potato purée and baby leaves"
277,Жареный сахалинский гребешок с фуагра и тёртой юколой оленя,Fried Sakhalin scallop with foie gras and finely grated deer yukola
278,"Корейка косули малой прожарки с грибным демигласом, брокколи и картофельными пельменями","Rare roe deer venison loin, with mushroom demi-glace, broccoli and potato dumplings"
279,Стейк Портерхаус Black Angus на компанию,Black Angus porterhouse steak for a company
280,Камчатская нерка в грибной глазури с цукини и шпинатом и соусом из сморчков,"Kamchatka sockeye salmon in mushroom glaze with zucchini and spinach, garnished with morel sauce"
281,"Таймырский олень с глазированной свеклой, айоли из черемши и чёрного чеснока с порто, костным мозгом и маринованной черешней","Taimyr venison with glazed beets, wild garlic and black garlic aioli with port wine, bone marrow and pickled cherries"
282,Мурманская форель с муссом из копчёного лосося и картофелем из печи с огуречным соусом,Murmansk trout with smoked salmon mousse and oven-baked potatoes with cucumber sauce
283,Форель запечённая на лиственной доске с угольным картофелем и трюфельным соусом с каперсами из одуванчика,Trout baked on a leaf with charcoal potatoes and truffle sauce with dandelion capers
284,Креветки на гриле с пюре манго и песто из петрушки,Grilled shrimp with mango purée and parsley pesto
285,Стейк Стриплойн Black Angus с квашеной капустой и брусникой,Black Angus striploin steak with sauerkraut and cranberries
286,Стейк Рибай Black Angus с квашеной капустой и брусникой,Black Angus ribeye steak with sauerkraut and cranberries
287,Стейк Денвер Black Angus с квашеной капустой и брусникой,Black Angus denver steak with sauerkraut and cranberries
288,Говяжье ребро из печи в костном жу и соусе из печёного перца с капустным стейком,"Wood stove-baked beef rib with bone jus, roasted pepper sauce and cabbage steak"
289,"
Фермерская перепёлка, фаршированная картофелем и белыми грибами с кедровым орехом","Farm quail stuffed with potatoes, porcini mushrooms and pine nuts, served with vanilla-celery purée and pickled rowanberries"
290,"Фермерская перепёлка, чинённая креветкой и шпинатом со слоёным курником и трюфельным жу ","Farm quail stuffed with shrimps and spinach, served with puff chicken pie and truffle jus"
291,Енисейский ленок с печеной капустой в соусе из шампанского с икрой,"Yenisei asiatic trout with baked cabbage, champagne sauce and grayling caviar"
292,Цыплёнок в глазури из трюфельного мёда с кукурузным муссом и припущенным шпинатом с кедровым орехом,Chicken in truffle honey glaze with corn mousse and poached spinach served with pine nuts
293,Утиная ножка конфи с муссом из подкопчённого топинамбура и чипсами из сезонных корнеплодов,Duck leg confit with smoked Jerusalem artichoke mousse and seasonal root vegetable chips
294,Королевские шампиньоны гриль с песто из петрушки на кедровом орехе,Grilled white mushrooms with parsley pesto sprinkled with pine nuts
295,Авокадо гриль со сметаной и кунжутным релишем,Grilled avocado with sour cream and sesame relish
296,"Баклажан из печи с терияки, ореховым соусом и страчателлой",Wood stove baked eggplant garnished with teriyaki and nut sauce with stracciatella
297,"Баклажан из печи в ореховом соусе, зелёной глазури и терияки с лесными орехами ",Wood stove-baked glazed eggplant in nut and  teriyaki sauce with hazelnuts
298,Цукини гриль с песто из петрушки на кедровом орехе,Grilled zucchini with homemade pine tree parsley pesto sauce
299,Картофель из печи с копчёным сливочным маслом и сметаной,Baked potatoes with smoked butter and sour cream
300,Брокколи с сырным соусом и черри,Broccoli with cheese sauce and cherry tomatoes
301,"Берёза-Берёза - берёзовое мороженое, берёзовое суфле, берёзовый гель, берёзовые чипсы","Birch dessert of birch ice cream with birch soufflé, birch gel and birch chips"
302,Подснежник с черносливом и грецким орехом с фермерской сметаной и лимонным желе с меренгой и белым шоколадом,"Snowdrop with prunes and walnuts with farm sour cream, lemon jelly with meringue and white chocolate"
303,Бордовая Павлова с сорбетом из жимолости и маринованной черешней,Burgundy Pavlova with honeysuckle sorbet and pickled cherries
304,"Шоколадный фондан с мороженым
из грецкого ореха, чёрной смородиной компотэ и горячим ванильным соусом","Chocolate fondant with walnut ice cream, blackcurrant compôte and hot vanilla sauce"
305,"«Золотая баба» на роме с облепиховым ганашем таймырской морошкой и брусникой
с сусальным золотом Совместно с ювелирным домом «Ремикс»","Golden Baba au rhum with sea buckthorn ganache, Taimyr cloudberries and cranberries wuth golden leaf (in collaboration with jewelry house ""Remix"")"
306,Тирамису с кремом на белых грибах и шоколадным бисквитом,Tiramisu with porcini mushroom cream and chocolate biscuit
307,"Домашний чизкейк с карамелью, голубикой, пломбирным кремом и лесными орехами","Homemade cheesecake with caramel, blueberry, ice cream mousse and nuts"
308,Чёрный медовик с кремом из халвы и кардамона с трюфельным мороженым,"Black honey cake with halva and cardamom cream, served with truffle ice cream"
309,Сет конфет ручной работы «Вкусы Енисейской Сибири»,"Set of handmade sweets ""Tastes of the Yenisei Siberia"" "
310,Конфета из тёмного шоколада с вяленой клюквой и кедровым орехом,Dark chocolate sweets with dried cranberries and pine nuts
311,Таёжная брусника с абанским мёдом и кедровым орехом,Taiga cranberries with Aban honey and pine nuts
