,Russian,English
272,"14. Суши с рыбой и авокадо, поданные с соевым соусом",Sushi with fish and avocado served with soy sauce
273,"15. Лепешка с чечевицей, запеченная с зеленью и лаймом",Lentil flatbread baked with herbs and lime
274,1. Филе минтаю в сливочном соусе с запеченными овощами,Pacific cod fillet in creamy sauce with roasted vegetables
275,2. Печеный картофель с сыром и черным перцем,Baked potatoes with cheese and black pepper
276,"3. Салат с тигровыми креветками, манго и лаймом","Salad with tiger prawns, mango and lime"
277,4. Теплый пирог с грибами и шпинатом,Warm pie with mushrooms and spinach
278,5. Филе лосося на гриле с травами и лимоном,Grilled salmon fillet with herbs and lemon
279,6. Пирожки с камчатским крабом и картофелем,Pies with king crab and potatoes
280,7. Овощи на гриле с морской солью,Grilled vegetables with sea salt
281,8. Чизкейк с ягодами и мятой,Cheesecake with berries and mint
282,9. Тортилья с куриным филе и свежими овощами,Tortilla with chicken fillet and fresh vegetables
283,10. Трюфельный паста с пармезаном и руколой,Truffle pasta with parmesan and rucola
284,11. Суп из сезонных овощей с пряностями,Seasonal vegetable soup with spices
285,12. Салат с малосольной семгой и фермерским огурцом,Salad with lightly salted salmon and farm cucumber
286,13. Блинчики со сладким творогом и вареньем,Pancakes with sweet cottage cheese and jam
287,14. Смузи с манго и ананасом,Smoothie with mango and pineapple
288,15. Ожидание весны,Waiting for spring (a special seasonal drink)
289,"1. Греческий салат с фетой, оливками и печёным перцем","Greek salad with feta, olives and roasted peppers"
290,2. Филе трески с дикими грибами и соусом на основе черемши,Cod fillet with wild mushrooms and wild garlic sauce
291,3. Копченая скумбрия с картофельным пюре и медом,Smoked mackerel with mashed potatoes and honey
292,4. Тартар из лосося с кедровым орехом и маслом черного чеснока,Salmon tartare with pine nuts and black garlic oil
293,5. Ребра свинины с брусничным соусом и капустным салатом,Pork ribs with cranberry sauce and cabbage salad
294,6. Овощное рагу с таежными травами и медом,Vegetable stew with taiga herbs and honey
295,7. Кари потрошка с чесноком и ткемали,Offal curry with garlic and tkemali
296,8. Сушеные помидоры с айоли из черного чеснока и орехами,Sun-dried tomatoes with black garlic aioli and nuts
297,9. Блинчики с творогом и черемуховым медом,Pancakes with cottage cheese and bird cherry honey
298,10. Гречка с грибным соусом и печеным перцем,Buckwheat with mushroom sauce and roasted peppers
299,"11. Углеводная тарелка с курицей, кукурузой и сладким чили","Carbohydrate plate with chicken, corn and sweet chili"
300,12. Суп из свежих томатов с базиликом и тостами,Fresh tomato soup with basil and toasted bread
301,13. Рыба запечённая с укропом и лимоном,Fish baked with dill and lemon
302,14. Творожное суфле с ягодным соусом и медом,Cottage cheese soufflé with berry sauce and honey
303,"15. Фруктовый салат с авокадо, грецким орехом и медом","Fruit salad with avocado, walnuts and honey"
304,1. Гречка с жареными шампиньонами и облепиховым соусом,Buckwheat with fried mushrooms and sea buckthorn sauce
305,2. Сыровяленый оленина с домашним ригатони и соусом из печеного перца,Dry-aged venison with homemade rigatoni and roasted pepper sauce
306,3. Пельмени с вялеными томатами и кукурузной начинкой,Dumplings with dried tomatoes and corn filling
307,4. Лосось на гриле с травами и пикантным соусом из шампанского,Grilled salmon with herbs and spicy champagne sauce
308,5. Салат из свежих овощей с домашним соусом из чеснока и петрушки,Fresh vegetable salad with homemade garlic and parsley dressing
309,6. Тартар из серой рыбы с морской капустой и лимонным соусом,Gray fish tartare with seaweed and lemon sauce
310,7. Цыплёнок с грибами и сметанным соусом на шпинате,Chicken with mushrooms and sour cream sauce on spinach
311,8. Ассорти из сыров с вялеными томатами и орехами,Cheese assortment with dried tomatoes and nuts
312,9. Камчатский краб с соусом из хрена и укропа,Kamchatka crab with horseradish and dill sauce
313,10. Брусника с гречневым мёдом и орехами,Cowberry with buckwheat honey and nuts
314,"11. Крюклок с уткой, тыквой и яичным соусом",Duck crepes with pumpkin and egg sauce
315,12. Шоколадный мусс с черной смородиной и взбитыми сливками,Chocolate mousse with blackcurrants and whipped cream
316,13. Яблочный тарт с корицей и мороженым из грецкого ореха,Apple tart with cinnamon and walnut ice cream
317,14. Фреш из моркови и яблок с имбирем,Fresh carrot and apple juice with ginger
318,"15. Бургер с олениной, сыром и острым соусом из красного перца",Venison burger with cheese and spicy red pepper sauce
319,Грибной тарт с редькой и медом,Mushroom tart with radish and honey
320,Утиная грудка с терияки и сезонными корнеплодами,Duck breast with teriyaki and seasonal root vegetables
321,Салат из енисейского сома с каперсами и хреном,Salad of Yenisei catfish with capers and horseradish
322,Пирожки с крабом и брокколи,Pirozhki with crab and broccoli
323,Креветки с кулинарным соусом из шампанского,Shrimp with champagne culinary sauce
324,Бургер с печеным баклажаном и сезонной крапивой,Burger with baked eggplant and seasonal nettle leaves
325,Руккола с брусникой и кедровыми орехами,Arugula with cranberries and pine nuts
326,Суп из печеной капусты с черными буузами,Baked cabbage soup with black buuz
327,Курица с фиалковым соусом и медом,Chicken with violet sauce and honey
328,Десерт из чизкейка с лесными орехами и малиновым соусом,Dessert of cheesecake with nuts and raspberry sauce
329,Печеная рыба с терияки и икрой,Baked fish with teriyaki and caviar
330,Зеленый чай с жасмином и медом,Green tea with jasmine and honey
331,Закуска из устриц с помидорным соусом,Appetizer of oysters with tomato sauce
332,Равиоли с грибами и кедровым урбечем,Ravioli with mushrooms and cedar nut butter
333,Пирог с черными буузами и баклажаном,Pie with black buuz and eggplant
334,1. Енисейская рыба с терияки и хрустящими овощами,Yenisei fish with teriyaki and crispy vegetables
335,2. Черный трюфель с пюре из кудрявой капусты и ореховым соусом,Black truffle with curly kale puree and nut sauce
336,3. Стейк с копченым лососем и березовым соком,Steak with smoked salmon and birch sap
337,4. Ассам с печеной морковью и кремом из кешью,Assam with baked carrots and cashew cream
338,5. Хрустящие грибы с травами и кедровыми орехами,Crispy mushrooms with herbs and pine nuts
339,6. Борщ с грибами и фермерским салом,Borscht with mushrooms and farmer's lard
340,7. Конфета с вяленой клюквой и черным чесноком,Sweet with dried cranberries and black garlic
341,8. Пельмени с боровиками и демигласом,Dumplings with forest mushrooms and demi-glace
342,9. Облепиха с черемшой и груши,Sea-buckthorn with wild garlic and pear
343,10. Таймырский лосось с морковным соусом и укропом,Taimyr salmon with carrot sauce and dill
344,11. Брускетта с копченым гусем и березовым гелем,Bruschetta with smoked duck and birch gel
345,12. Гриль-креветки с соусом из черного чеснока,Grilled shrimp with black garlic sauce
346,13. Баклажан с соусом терияки и трюфелем,Eggplant with teriyaki sauce and truffle
347,14. Фермерские помидоры с сырным кремом и базиликом,Farmer's tomatoes with cheese cream and basil
348,15. Черный оливье с крабом и лососем,Black Russian salad with crab and salmon
349,Жареный сахалинский гребешок с тигровыми креветками и огуречным соусом,Fried Sakhalin scallop with tiger prawns and cucumber sauce
350,"Салат Панцанелла со сморчками, брусникой и картофелем из печи","Panzanella salad with morels, cranberries and oven-baked potatoes"
351,"Енисейский сиг с печеным картофелем, битыми огурцами и разными листьями в остром соусе","Yenisei whitefish with baked potatoes, smashed cucumbers and assorted leaves in a spicy sauce"
352,"Хурма с авокадо и мидиями, черри и кремом из халвы","Persimmon with avocado and mussels, cherry tomatoes and halva cream"
353,"Грушево-яблочный с мороженым из грецкого ореха, черной смородиной компотэ и горячим ванильным соусом","Pear-apple with walnut ice cream, blackcurrant compôte and hot vanilla sauce"
354,"Таймырский палтус с голубым сыром дор блю, грушей, рукколой и лепестками арахиса","Taimyr halibut with dorblu cheese, pear, rucola, and peanut flakes"
355,Жареный сахалинский гребешок в хрустящем кляре с квашеной капустой и брусникой,Fried Sakhalin scallop in crispy batter with sauerkraut and cranberries
356,Утиная ножка конфи с фуагра и цветами Хакасии,Duck leg confit with foie gras and Khakassia flower
357,"Стейк-салат с мраморной говядиной Black Angus и зеленым салатом с киви, огурцом и шпинатом в заправке цитронет","Marbled Black Angus beef salad with green salad of kiwi, cucumber, and spinach in citronette dressing"
358,Фиалковый морс ягодный с сыровяленым,Violet homemade fruit punch with dry-aged delicatessen
359,Черный оливье с малосольным лососем и брусникой,Black Russian salad with lightly salted salmon and cranberries
360,"Фермерская перепелка, фаршированная белыми грибами и соусом на курут",Farm quail stuffed with porcini mushrooms and kashk dipping sauce
361,Стейк стриплойн с квашеной капустой и брусникой,Striploin steak with sauerkraut and cranberries
362,Хрустящие камни с сырным кремом на копченом хариусе и икрой хариуса,Crispy rocks with smoked grayling-cheese cream and grayling caviar
363,Говяжье ребро из печи с ряженкой и вяленым яком,Wood stove-baked beef rib with horseradish ryazhenka and dried yak meat
364,Пельмени с фуагра в крепком бульоне из белых грибов,Dumplings with foie gras in strong porcini mushrooms broth
365,"Окрошка с сезанной редиской, сметанным муссом и кукурузным муссом","Okroshka with seasonal radish, sour cream mousse and corn mousse"
366,Цыплёнок на гриле с бочковыми рыжиками и шпинатом в укропном масле,Grilled chicken with forest mushrooms and spinach in dill oil
367,"Устрица с пюре из печеного яблока и брусники, поданная с муссом васаби",Oyster with baked apple and lingonberry purée served with wasabi mousse
368,"Свекольные равиоли с пихтой, кедровым урбечем и малиновым соусом","Beetroot ravioli with fir, cedar nut butter and raspberry sauce"
369,Нельма с грибной глазурью и капустным стейком,Nelma with mushroom glaze and cabbage steak
370,Говяжье ребро с солью и сливочным соусом из печёного перца,Wood stove-baked beef rib with salt and roasted pepper cream sauce
371,Грушево-яблочный суп с дичью,Pear-apple soup with wild meat
372,Пельмени с квашеной капустой и брусникой в крепком бульоне,Dumplings with sauerkraut and cranberries in strong broth
373,Креветки на гриле с глазированной свеклой и пюре манго,Grilled shrimp with glazed beets and mango purée
374,Двойной капучино с конфетами из темного шоколада и вяленой клюквой,Double cappuccino with dark chocolate sweets and dried cranberries
375,Таймырский олень с глазированной свеклою и картофельными пельменями,Taimyr venison with glazed beets and potato dumplings
376,Двойной Капучино и какао с маршмеллоу,Double Cappuccino and Hot Cocoa With Marshmallows
377,Хрустящие камни с печеными перцами и трюфельным тонатто,Crispy rocks with roasted peppers and truffle tugun tonatto
378,Ростбиф из говядины с арбузной редькой и медовым винегретом,Roast beef garnished with watermelon radish and honey vinaigrette
379,"Пицца Тунна Кон Чиполла с глазированнной свеклой, айоли из черемши и чёрного чеснока","Tonno e cipolla pizza with glazed beets, wild garlic and black garlic aioli"
380,Чизкейк камамбер с кремом из печёного перца и кукурузы и зелёным салатом с арбузной редькой,Camembert cheesecake with roasted pepper and corn cream and green salad with watermelon radish
381,Жареный сахалинский гребешок с квашеной капустой и трюфельным жу,Fried Sakhalin scallop with sauerkraut and truffle jus
382,Корейка косули малой прожарки с муссом из подкопчённого топинамура и чипсами из молочной пены,Rare roe deer venison loin with smoked Jerusalem artichoke mousse and milk foam chips
383,Котлета из дикого кабана с квашеной капустой и брусникой,Wild boar cutlet with sauerkraut and cranberries
384,Пельмени с тигровыми креветками и бараньим жю в пряном соусе из трав,Dumplings with tiger prawns and lamb jus in spicy herb sauce
385,Латте с брускеттой и печёным баклажаном,Latte with bruschetta and baked eggplant
386,Домашняя лапша с авокадо и вяленым желтком,Homemade noodles with avocado and dried yolk
387,Нерка / черная смородина / шоколадный фондан / мороженое из грецкого ореха,Sockeye salmon / blackcurrant / chocolate fondant / walnut ice cream
388,Хариус / кипящий консоме из сахарной косточки / крем из печёного перца и кукурузы,Grayling / boiling bone consommé / roasted pepper and corn cream
389,"Бургер с исчезающей креветкой, муссом строганов и пряным песто из петрушки на кедровом орехе",Shrimp burger with stroganoff mousse and spicy parsley pine nut pesto
390,"Сыровяленое с таймырским палтусом, кремом из картофеля и кедровым орехом","Dry-aged delicatessen with Taimyr halibut, potato purée and pine nuts"
391,Сан Бенедетто с баклажаном из печи с терияки,San Benedetto still with wood stove baked eggplant garnished with teriyaki and nut sauce
392,Жареный сахалинский гребешок с зеленым классическим чаем,Fried Sakhalin scallop with green tea
393,"Разные сыры с абанским мёдом, ягодным мармеладом и грецким орехом, чир / копчёное молоко / корнеплоды","Various cheeses with blueberries, local honey, berry marmalade and walnut, broad whitefish / smoked milk / root vegetables"
394,"Таймырский палтус в сырной биске из раков с картофельным кремом и молодыми листьями, чафан на морковном хумусе с телятиной, вешенками и хрустящим картофелем","Taimyr halibut garnished with crayfish cheese bisque, potato purée and baby leaves, chafan salad with veal, oyster mushrooms and crispy potatoes on carrot hummus"
395,Утиный конфи с битыми огурцами и таймырским оленем с глазированной свеклой,Duck confit with smashed cucumbers and Taimyr deer with glazed beets.
396,Стейк-салат с мраморной говядиной Black Angus и чиром с маринованной черешней,Marbled Black Angus beef salad and broad whitefish with pickled cherries.
397,"Хрустящий камень, марал, ежевика, черный чеснок, бархатцы","Crispy rock of maral, blackberries, black garlic and marigold flowers"
398,Бордовая Павлова с кремом авокадо и маринованной черешней,Burgundy Pavlova with avocado cream and pickled cherries
399,Цыпленок в глазури из трюфельного меда с икорью енисейской стерляди и припущенным шпинатом с кедровым орехом,Chicken in truffle honey glaze with Yenisei sterlet caviar and poached spinach served with pine nuts
400,Медзи со снежным крабом в соусе неаполетана с винным пэйрингом от бренд-сомелье Екатерины Бобровой,"Mezzi pasta, snow crab, neapolitan sauce with wine pairing by brand-sommelier Ekaterina Bobrova"
401,Пельмени из северных рыб с коппа тувинского яка и трюфельным ижем,Northern fish dumplings with Tuvan yak coppa and truffle jus
402,Кедровый сыр с тигровыми креветками и икорной заправкой из выдержанного сыра,Cedar nut cheese with tiger prawns and aged cheese caviar dressing
403,Фермерская морковь с устричными соусом и соусом из таежной черемши,Farmer's carrots with oyster sauce and Taiga wild garlic sauce
404,Каре хакасского ягненка с морковным кремом и сорбетом из жимолости,Khakass lamb rack with carrot cream and honeysuckle sorbet
405,Креветки на гриле с соусом порто и вяленой клюквой,Grilled shrimp with port wine sauce and dried cranberries
406,Тирамису с пюре манго и сметаной,Tiramisu with mango purée and sour cream
407,Утиная ножка конфи с цыплячьим муссом и острым соусом из шампанского,Duck leg confit with chicken mousse and spicy champagne sauce
408,Чир с чипсами из сезонных корнеплодов и чесночным кремом,Broad whitefish with seasonal root vegetable chips and garlic cream
409,Стейк-салат с мраморной говядиной Black Angus с хрустящими баклажанами и разными листьями в горчичном дипе,Marbled Black Angus beef salad with crispy eggplant and assorted leaves in a mustard dip
410,Пельмени из северных рыб в копчёном рыбном бульоне с маринованными томатами и икрой лосося,Northern fish dumplings in smoked fish broth with marinated tomatoes and salmon caviar
411,Устрица с пельменями из северных рыб в крепком бульоне из белых грибов,Oyster served with northern fish dumplings in strong porcini mushrooms broth
412,"Цыплёнок в глазури из трюфельного мёда с грибным демигласом, брокколи и картофельными пельменями","Chicken in truffle honey glaze with mushroom demi-glace, broccoli and potato dumplings"
413,Цыплёнок гриль с хрустящими баклажанами и брокколи в медовом винегрете,Grilled chicken with crispy eggplant and broccoli served with honey vinaigrette
414,Нерка подается на льду с авокадо и лимоном,Sockeye salmon served on ice with avocado and lemon
415,"Пельмени кундюмы с голубым сыром дор блю, взбитой сметаной и демигласом на лесных грибах","Kundyuma dumplings with dorblu cheese, whipped sour cream and demi-glace forest mushrooms"
416,Настойка в подарочном тубусе с берёзовыми чипсами,Alcoholic tincture in a gift tube with birch chips
417,Салат с фиалковым песто и свежими овощами,Salad with violet pesto and fresh vegetables
418,Тартар из корейки лося с икрой енисейской стерляди и подсолнечником,Moose loin tartare with Yenisei sterlet caviar and sunflower
419,"Сердца куриных с грибами и черри, соусом из шалфея и тыквы","Chicken hearts with mushrooms and cherry tomatoes, sage and pumpkin sauce"
420,"Овощное рагу с баклажанами, тыквой и черемшой на гриле","Vegetable stew with eggplant, pumpkin and grilled wild garlic"
421,Стейк рибай Black Angus с глазированной свеклой и маринованной черешней,Black Angus ribeye steak with glazed beets and pickled cherries
422,Тартар из оленины и нерки с квашеной капустой и сметаной-чесноком,Venison and sockeye salmon steak tartare with sauerkraut and sour cream-garlic
423,Шоколадный фондан с жасмином и компоте из черной смородины,Chocolate fondant with jasmine and blackcurrant compôte
424,8 шт. Шу Пуэр / Тоник,8 pcs set. Shú pǔ ěr / Tonic
425,Домашняя лапша с магаданскими креветками и фиалковым соусом,Homemade noodles with Magadan shrimps and violet sauce
426,Капучино с маршмеллоу и дегидрированным тувинским яком,Cappuccino with marshmallows and dehydrated Tuvan yak
427,Гриль с грибным демигласом и картофельными пельменями,Grill with mushroom demi-glace and potato dumplings
428,Устрица с кремом из халвы и трюфельным мороженым,Oyster with halva cream and truffle ice cream
429,Пельмени из северных рыб с боровиками и молочным улуном,Northern fish dumplings with mushrooms and milk oolong
430,Брокколи с демигласом на лесных грибах и пельменями кундюмы,Broccoli with demi-glace forest mushrooms and kundyuma dumplings
431,Строганина с копчеными говяжьими слайсами и сметаной,Stroganina with smoked beef slices and sour cream
432,Пельмени с фермерским копченым салом и трюфельным голландезом на апельсине,Dumplings with traditionally smoked lard and truffle orange hollandaise
433,"Салат с камчатским крабом и битыми огурцами, запечённый с терияки и строчателем","Salad with red king crab and smashed cucumbers, baked with teriyaki and stracciatella"
434,Жареный сахалинский гребешок с грибным демигласом и картофельными пельменями,Fried Sakhalin scallop with mushroom demi-glace and potato dumplings
435,"Тигровые креветки с глазированной свеклой, страчателлой и грецким орехом","Tiger prawns with glazed beetroot, stracciatella and walnut"
436,Сугудай из нельмы с цветами Хакасии и черным чесноком,Nelma sugudai with Khakassia flowers and black garlic
437,Уха из северных рыб с душой тайги,Traditional Russian fish soup uha with the soul of Taiga
438,Капучино кокосовый с узбекским пловом,Coconut cappuccino with Uzbek pilaf
439,Черёмуховый медовик с тирамису на креме из белых грибов,Bird cherry honey cake with tiramisu and porcini mushroom cream
440,Говяжье ребро с борщом и копчеными гусем,Wood stove-baked beef rib with borscht and smoked goose
441,Конфета из тёмного шоколада с вяленой клюквою и картофельным кремом,Dark chocolate sweets with dried cranberries and potato purée
442,Мурманская форель с муссом из копчёного лосося и молодыми листьями,Murmansk trout with smoked salmon mousse and baby leaves
443,Цыплёнок гриль с грибами и медовым винегретом,Grilled chicken with mushrooms and honey vinaigrette
444,Шоколадный фондан с грецким орехом и молодыми листьями в горячем ванильном соусе,Chocolate fondant with walnut and baby leaves in hot vanilla sauce
445,Севиче из нерки с ферментированным крыжовником и малосольным лососем,Sockeye salmon ceviche with fermented gooseberries and lightly salted salmon
446,Чёрный оливье с гречишными оладьями и икрой лосося,Black Russian salad with buckwheat fritters and salmon caviar
447,Устрица с маринованными черри и кремом из копченой тыквы,Oyster with pickled cherry tomatoes and smoked pumpkin cream
448,Черные буузы лотос с севиче из нерки и огуречным соусом,Black lotus-shaped buuz with sockeye salmon ceviche and cucumber sauce
449,Нельма с вяленым желтком и тонатто на тугуне,Nelma with dried yolk and tugun tonnato
450,Блэк ангус с глазированной свеклой и кока-колой,Black angus with glazed beets and Coca-Cola
451,Брускетта с печёным баклажаном и маринованной черешней,Bruschetta with baked eggplant and pickled cherries
452,Стейк-салат с мраморной говядиной Black Angus и жареным сахалинским гребешком с фуагра,Marbled Black Angus beef salad with fried Sakhalin scallop and foie gras
453,Хариус с картофельным кремом и молодыми листьями,Grayling with potato purée and baby leaves
454,Тирамису с шаманским грибом и шоколадным бисквитом,Tiramisu with shaman mushroom and chocolate biscuit
455,Домашняя лапша с олениной и белыми грибами в креветочном биске с вяленым желтком,Homemade noodles with venison and porcini mushrooms in shrimp bisque with dried yolk
456,Бордовая Павлова с магаданскими креветками и маринованной черешней,Burgundy Pavlova with Magadan shrimps and pickled cherries
457,"Котлета из дикого кабана с карамелью, голубикой и пломбирным кремом","Wild boar cutlet with caramel, blueberry and ice cream mousse"
458,Чёрный медовик с орехами и чесночным пюре,Black honey cake with nuts and garlic purée
459,Ростбиф из говядины с квашеной капустой и трюфельным тонатто на тугуне,Roast beef with sauerkraut and truffle tugun tonatto
460,Чизкейк камамбер с черной смородиной и грецким орехом,Camembert cheesecake with blackcurrant and walnut
461,Камчатская нерка с таежной брусникой и кремом базилик,Kamchatka sockeye salmon with taiga cranberries and basil cream
462,"Хурма с медзи и кедровым орехом, черри, семечками подсолнуха и соусом из сморчков","Persimmon with mezzi pasta, pine nuts, cherry tomatoes, sunflower seeds and morel sauce"
463,Ягоды с трюфельной перловкой и ореховым соусом,Berries with truffle pearl barley and nut sauce
464,Чай с брусничником и черёмуховым медовиком,Tea with lingonberry and bird cherry honey cake
465,Таймырский палтус с овощами и кремом из картофеля,Taimyr halibut with vegetables and potato purée
466,Овощи с бочковыми рыжиками и маринованным луком,Vegetables with forest mushrooms and pickled onions
467,"Жареный сахалинский гребешок с фермерской сметаной и лимонным желе, белым шоколадом и вялеными домашними томатами","Fried Sakhalin scallop with farm sour cream, lemon jelly, white chocolate and dried tomatoes"
468,"Подснежник с черносливом и кедровым орехом, припущенным шпинатом и кремом базилик","Snowdrop with prunes and pine nuts, poached spinach and basil cream"
469,"Хрустящий камень, тигровые креветки и крем из запеченной в печи тыквы с имбирем",Crispy rock of tiger prawns and oven baked pumpkin cream with ginger
470,Черные буузы лотос с остром свекольным кремом и маринованными черри,Black lotus-shaped buuz with spicy beetroot cream and pickled cherry tomatoes
471,Пельмени с дичью и беконом в креме маскарпоне,Wild meat dumplings with bacon in mascarpone cream
472,Лимонный пирог с белыми грибами и брусникой,Lemon pie with porcini mushrooms and cranberries
473,Тирамису с креветкой и шпинатом,Tiramisu with shrimp and spinach
474,Котлета из дикого кабана с трюфельным бисквитом,Wild boar cutlet with truffle biscuit
475,"Орекьетте с копчёным сливочным маслом и тигровыми креветками, поданные с маринованной рябиной","Orecchiette pasta with smoked butter and tiger prawns, served with pickled rowanberries"
476,"Калиновый кисель с фермерской перепелкой, фаршированной картофелем и белыми грибами",Guelder rose jelly with farm quail stuffed with potatoes and porcini mushrooms
477,Пряная нерка с кедровыми орехами и пюре из печеного яблока,Spicy sockeye salmon with pine nuts and baked apple purée
478,Королевские шампиньоны с фалангой камчатского краба и муссом васаби,Grilled white mushrooms with king crab phalanges and wasabi mousse
479,"Коппа из яки с фермерской перепелкой, фаршированной картофелем и белыми грибами, поданная с кедровым орехом и маринованной рябиной","Yak coppa with farm quail stuffed with potatoes and porcini mushrooms, served with pine nuts and pickled rowanberries."
480,Стейк-салат с мраморной говядиной Black Angus и оленью котлетой с чесночным пюре и вяленным яком,"Marbled Black Angus beef salad with venison cutlet, garlic purée, and dried yak meat."
481,Енисейский ленок с домашней страчателлой и таёжной брусникой,Yenisei asiatic trout with homemade stracciatella and taiga cranberries
482,Тигровые креветки с печеным баклажаном и грецким орехом,Tiger prawns with baked eggplant and walnut
483,Лепёшка из печи с тигровыми креветками и кремом маскарпоне,Oven-baked flatbread with tiger prawns and mascarpone cream
484,Крем из запеченой в печи тыквы с камчатским крабом и душой тайги,Oven-baked pumpkin cream with king crab and spirit of taiga
485,"Хрустящий камень, дикая стерлядь, черный чеснок и эспума из кабана","Crispy rock, wild sterlet, black garlic, and wild boar foam"
486,Тартар из марала с сезонной черешней и муссом хрен-васаби,Roe deer tartare with seasonal wild cherries and horseradish-wasabi mousse
487,Шоколадный фондан с мороженым из грецкого ореха и молодыми листьями,Chocolate fondant with walnut ice cream and baby leaves
488,Котлета из дикого кабана с чесночным пюре и горячим ванильным соусом,Wild boar cutlet with garlic purée and hot vanilla sauce
489,Северные рыбы в хрустящем кляре с муссом из топинамбура и острым соусом с водорослями,Northern fish in crispy batter with Jerusalem artichoke mousse and spicy seaweed sauce
490,Утиная ножка конфи с ряженкой и чипсами из сезонных корнеплодов,Duck leg confit with horseradish ryazhenka and seasonal root vegetable chips
491,Закуски с бочковыми рыжиками и вяленым желтком,Appetizers with forest mushrooms and dried yolk
492,Тартар из хакасской говядины с чипсами из сезонных корнеплодов,Khakass beef tartare with seasonal root vegetable chips
493,"Черные буузы лотос с копченым сыром, кедровым урбечем и икрой нерки в пряном соусе из трав","Black lotus-shaped buuz with smoked cheese, cedar nut butter, and sockeye caviar in a spicy herb sauce"
494,"Свекольные равиоли с камчатским крабом, малосольным лососем и холодным бульоном кукси","Beetroot ravioli with red king crab, lightly salted salmon, and cold kuksu broth"
495,"Лосось с черной икрой и корнеплодами, обжаренными на углях",Salmon with black caviar and charcoal-grilled root vegetables
496,Крем-суп из кабачков с домашней страчателлой и зелёным горошком,Zucchini cream soup with homemade stracciatella and green peas
497,Говяжье ребро из печи с квашеной капустой и брусникой,Wood stove-baked beef rib with sauerkraut and cranberries
498,Олень в хрустящем кляре с медовым винегретом и авокадо,Venison in crispy batter with honey vinaigrette and avocado
499,Пельмени с хариусом,Dumplings with grayling
500,Стейк Портерхаус с грибной глазурью и трюфельным муссом,Black Angus porterhouse steak with mushroom glaze and truffle mousse
501,"Стейк-салат с мраморной говядиной Black Angus и корнеплодами, с печеными перцами и разными листьями в горчичном дипе","Marbled Black Angus beef salad with root vegetables, roasted peppers and assorted leaves in a mustard dip"
502,"Королевские шампиньоны гриль с терияки, битыми огурцами и страчателлой","Grilled white mushrooms with teriyaki, smashed cucumbers and stracciatella"
503,Крем из запечённой в печи тыквы с тигровыми креветками гриль и хариусом,Oven baked pumpkin cream with grilled tiger prawns and grayling
504,"Фермерская перепёлка с кремом из запечённой в печи тыквы и моркови, шипучим горошком и попкорном из гречки","Farm quail with oven baked pumpkin and carrot cream, fizzy peas and buckwheat popcorn"
505,Севиче из нерки с пюре манго и острым соусом из шампанского,Sockeye salmon ceviche with mango purée and spicy champagne sauce
506,Креветки на гриле с цукини и ферментированной морковкой,Grilled shrimp with zucchini and fermented carrots
507,"Устрицы с сезонной редиской, черемшой и вялеными домашними томатами","Oysters with seasonal radish, wild garlic, and dried tomatoes"
508,"Ростбиф из говядины с капустой, сурепкой и домашним копченым салом","Roast beef with cabbage, yellow rocket flowers, and homemade smoked lard"
509,Жареные шампиньоны гриль с кедровыми орехами и брусникой,Grilled mushrooms with pine nuts and cranberries
510,Стейк Denvers Black Angus с пюре из цукини и морелью,Black Angus denver steak with zucchini puree and morel
511,"Енисейский сиг с терияки и ореховым соусом, поданный с маринованными яблоками и ягодным мармеладом","Yenisei whitefish with teriyaki and nut sauce, served with pickled apples and berry marmalade"
512,"Баклажан из печи с мидиями, ванильным пюре из сельдерея и маринованным луком","Wood stove baked eggplant with mussels, served with vanilla-celery purée and pickled onions"
513,Тартар из хакасской говядины с авокадо и разными листьями в медовом винегрете,Khakass beef tartare with avocado and leaves served with honey vinaigrette
514,Лимонный пирог с ягодным мармеладом и трюфельным мороженым,"Lemon pie with berry marmalade, served with truffle ice cream"
515,Сезонная редиска с сметаной и копченым сливочным маслом,Seasonal radish with sour cream and smoked butter
516,Бордовая Павлова с картофелем из печи и вялеными домашними томатами,Burgundy Pavlova with baked potatoes and dried tomatoes
517,Тартар из хакасской говядины с кукурузным муссом и кедровым орехом,Khakass beef tartare with corn mousse and pine nuts
518,Мурманская форель с черным оливье и соусом из печеного перца,Murmansk trout with black Russian salad and roasted pepper sauce
519,Гриль из оленя с киселем из калин и сметанным кремом,Grilled venison with guelder rose jelly and cheese cream
520,Черёмуховый медовик с трюфельным жу и кремом из облепихи,Bird cherry honey cake with truffle jus and sea buckthorn cream
521,Капучино классический,Classic Cappuccino
522,Сок с мандарином и черным чесноком,Juice with tangerine and black garlic
523,Королевские шампиньоны гриль с айоли из черемши и чёрного чеснока,Grilled white mushrooms with wild garlic and black garlic aioli
524,Домашний чизкейк с сорбетом из жимолости и пломбирным кремом,Homemade cheesecake with honeysuckle sorbet and ice cream mousse
525,Утиная ножка конфи с черными буузами лотос с острой хакасской бараниной в пряном соусе из трав и ткемали,"Duck leg confit with black lotus-shaped buuz with spicy Khakass lamb, spicy herb-tkemali sauce"
526,Борщ с копченым гусем и грушево-яблочным с мятой,Borscht with smoked duck and pear-apple with mint
527,Язык таймырского оленя с кремом из копченой тыквы и пельменями с камчатским крабом,Taimyr reindeer tongue served with smoked pumpkin cream and dumplings with king crab
